연도,영화제,장르,출품작,감독,출품분야,수상내역,수상인
2014,시애틀 국제영화제,일반(종합),우리 선희,홍상수,Asian Crossroads,,
2014,트란실바니아 국제영화제,일반(종합),변호인,양우석,Supernova,,
2014,시애틀 국제영화제,일반(종합),조난자들,노영석,Asian Crossroads,,
2014,트란실바니아 국제영화제,일반(종합),뫼비우스,김기덕,Fara limita,,
2014,트란실바니아 국제영화제,일반(종합),사이비,연상호,Fara limita,,
2014,서울국제여성영화제,일반(종합),별이다,임혜원,아시아 단편경선,,
2014,서울국제여성영화제,일반(종합),우리집,"권정연,문경연",다문화영상아카데미 8년 - 한국사회 다문화와 영상제작교육,,
2014,서울국제여성영화제,일반(종합),나에게도 아내가 생겼습니다,장성주,다문화영상아카데미 8년 - 한국사회 다문화와 영상제작교육,,
2014,서울국제여성영화제,일반(종합),데이문,한상희,"퀴어 레인보우: 열망과 매혹, 포비아를 넘어",,
2014,서울국제여성영화제,일반(종합),Comma,성나연,아시아 단편경선,,
2014,서울국제여성영화제,일반(종합),낮은 목소리 3 : 숨결,변영주,특별상영,,
2014,서울국제여성영화제,일반(종합),마흔 일곱,모우에 히로꼬,다문화영상아카데미 8년 - 한국사회 다문화와 영상제작교육,,
2014,서울국제여성영화제,일반(종합),낮은 목소리 2,변영주,특별상영,,
2014,서울국제여성영화제,일반(종합),마침내 날이 샌다,한인미,아시아 단편경선,,
2014,서울국제여성영화제,일반(종합),오늘,최정문,아시아 단편경선,,
2014,서울국제여성영화제,일반(종합),"정거장 위, 꽃이 피다",김현철,다문화영상아카데미 8년 - 한국사회 다문화와 영상제작교육,,
2014,서울국제여성영화제,일반(종합),4학년 보경이,이옥섭,아시아 단편경선,,
2014,서울국제여성영화제,일반(종합),유카타,소고 나미에,다문화영상아카데미 8년 - 한국사회 다문화와 영상제작교육,,
2014,서울국제여성영화제,일반(종합),사생,황여진,아시아 단편경선,,
2014,서울국제여성영화제,일반(종합),"자, 이제 댄스타임",조세영,새로운 물결,,
2014,서울국제여성영화제,일반(종합),집으로 가는 길,방은진,새로운 물결,,
2014,서울국제여성영화제,일반(종합),전영 베누스 (엄마의 미용실),강서림,아시아 단편경선,아이틴즈상,강서림
2014,서울국제여성영화제,일반(종합),콩나물,윤가은,아시아 단편경선,성주 관객상 특별언급,윤가은
2014,서울국제여성영화제,일반(종합),미드나잇 썬,강지숙,아시아 단편경선,성주 우수상,강지숙
